State,Year,Description,Value
Missouri,2006,OtherExpense,45932.8663
Missouri,2007,OtherExpense,49573.28876
Missouri,2008,OtherExpense,36233.45614
Missouri,2009,OtherExpense,41844.75849
Missouri,2010,OtherExpense,59954.20954
Missouri,2011,OtherExpense,99987.86194
Missouri,2012,OtherExpense,55637.62356
Missouri,2013,OtherExpense,67218.80558
Missouri,1999,AmtperVet,2.307856479
Missouri,2000,AmtperVet,2.171554133
Missouri,2001,AmtperVet,2.51261222
Missouri,2002,AmtperVet,3.127949823
Missouri,2003,AmtperVet,3.377540715
Missouri,2004,AmtperVet,3.637715504
Missouri,2005,AmtperVet,3.678018815
Missouri,2006,AmtperVet,3.08509518
Missouri,2007,AmtperVet,3.31695016
Missouri,2008,AmtperVet,3.691736347
Missouri,2009,AmtperVet,4.327534111
Missouri,2010,AmtperVet,4.832928628
Missouri,2011,AmtperVet,5.410925965
Missouri,2012,AmtperVet,5.070987077
Missouri,2013,AmtperVet,6.07753496
Montana,1999,NumOfVeterans,89283
Montana,2000,NumOfVeterans,108476
Montana,2001,NumOfVeterans,106121.34
Montana,2002,NumOfVeterans,106060.3759
Montana,2003,NumOfVeterans,105025.8602
Montana,2004,NumOfVeterans,102605.0993
Montana,2005,NumOfVeterans,101437.6332
Montana,2006,NumOfVeterans,100229.7022
Montana,2007,NumOfVeterans,104391.4809
Montana,2008,NumOfVeterans,103729.6764
Montana,2009,NumOfVeterans,102986.2256
Montana,2010,NumOfVeterans,102015.2285
Montana,2011,NumOfVeterans,100903.6405
Montana,2012,NumOfVeterans,102246.4788
Montana,2013,NumOfVeterans,101596.5715
Montana,1999,TotalExpense,227718.3997
Montana,2000,TotalExpense,236260.9174
Montana,2001,TotalExpense,262504.8384
Montana,2002,TotalExpense,311922.5197
Montana,2003,TotalExpense,348279.334
Montana,2004,TotalExpense,359459.6773
Montana,2005,TotalExpense,340860.469
Montana,2006,TotalExpense,376285.9698
Montana,2007,TotalExpense,389457.1963
Montana,2008,TotalExpense,426677.8012
Montana,2009,TotalExpense,490412.9658
Montana,2010,TotalExpense,540268.456
Montana,2011,TotalExpense,601560.3314
Montana,2012,TotalExpense,545173.6567
Montana,2013,TotalExpense,646509.2385
Montana,1999,Compensation,139602.0971
Montana,2000,Compensation,138289.9365
Montana,2001,Compensation,143647.3278
Montana,2002,Compensation,159562.2642
Montana,2003,Compensation,175290.4866
Montana,2004,Compensation,182039.7879
Montana,2005,Compensation,188120.8093
Montana,2006,Compensation,191695.9508
Montana,2007,Compensation,202986.88
Montana,2008,Compensation,221715.811
Montana,2009,Compensation,245256.7659
Montana,2010,Compensation,272680.0278
Montana,2011,Compensation,328996.8418
Montana,2012,Compensation,262581.2052
Montana,2013,Compensation,290869.231
Montana,1999,Education,12955.72038
Montana,2000,Education,11797.38891
Montana,2001,Education,10801.9267
Montana,2002,Education,10009.88973
Montana,2003,Education,10743.17812
Montana,2004,Education,14744.10555
Montana,2005,Education,13414.11728
Montana,2006,Education,14288.63486
Montana,2007,Education,14899.43641
Montana,2008,Education,14116.85503
Montana,2009,Education,18214.97504
Montana,2010,Education,27845.03971
Montana,2011,Education,29649.23009
Montana,2012,Education,35230.68817
Montana,2013,Education,38236.901
Montana,2002,NumofPatients,30043.55396
Montana,2003,NumofPatients,32926.69945
Montana,2004,NumofPatients,33525.33639
Montana,2007,NumofPatients,33975.84513
Montana,2008,NumofPatients,33318.76816
Montana,2009,NumofPatients,32958.12866
Montana,2010,NumofPatients,34007.26063
Montana,2011,NumofPatients,34536.69678
Montana,2012,NumofPatients,34408.72925
Montana,2013,NumofPatients,35189
Montana,1999,MedicalGeneral,64007.87917
Montana,2000,MedicalGeneral,75621.56518
Montana,2001,MedicalGeneral,96313.48952
Montana,2002,MedicalGeneral,132258.2463
Montana,2003,MedicalGeneral,152080.6298
Montana,2004,MedicalGeneral,153004.6136
Montana,2005,MedicalGeneral,130197.2852
Montana,2006,MedicalGeneral,156196.6233
Montana,2007,MedicalGeneral,160011.1351
Montana,2008,MedicalGeneral,183728.2406
Montana,2009,MedicalGeneral,216812.8248
Montana,2010,MedicalGeneral,226871.4792
Montana,2011,MedicalGeneral,229547.5327
Montana,2012,MedicalGeneral,239276.0294
Montana,2013,MedicalGeneral,310322.9008
Montana,1999,OtherExpense,11152.70311
Montana,2000,OtherExpense,10552.02677
Montana,2001,OtherExpense,11742.09433
Montana,2002,OtherExpense,10092.11939
Montana,2003,OtherExpense,10165.03945
Montana,2004,OtherExpense,9671.170194
Montana,2005,OtherExpense,9128.257226
Montana,2006,OtherExpense,14104.76084
Montana,2007,OtherExpense,11559.74484
Montana,2008,OtherExpense,7116.894555
Montana,2009,OtherExpense,10128.40004
Montana,2010,OtherExpense,12871.90921
Montana,2011,OtherExpense,13366.7267
Montana,2012,OtherExpense,8085.734
Montana,2013,OtherExpense,7080.205696
Montana,1999,AmtperVet,2.550523613
Montana,2000,AmtperVet,2.178001746
Montana,2001,AmtperVet,2.473629134
Montana,2002,AmtperVet,2.940990139
Montana,2003,AmtperVet,3.316129315
Montana,2004,AmtperVet,3.503331509
Montana,2005,AmtperVet,3.360295958
Montana,2006,AmtperVet,3.754236136
Montana,2007,AmtperVet,3.730737344
Montana,2008,AmtperVet,4.113362887
Montana,2009,AmtperVet,4.761927754
Montana,2010,AmtperVet,5.295958884
Montana,2011,AmtperVet,5.961730698
Montana,2012,AmtperVet,5.331955323
Montana,2013,AmtperVet,6.363494641
National,1999,AmtperVet,2.475064821
National,1999,Compensation,28902839.54
National,1999,Education,2163064.695
National,1999,MedicalGeneral,26602864.36
National,1999,NumOfVeterans,24677829
National,1999,OtherExpense,3410457.831
National,1999,TotalExpense,61079226.43
National,2000,AmtperVet,2.420102091
National,2000,Compensation,28792375.38
National,2000,Education,2204346.906
National,2000,MedicalGeneral,29779121.65
National,2000,NumOfVeterans,26403703
National,2000,OtherExpense,3123812.911
National,2000,TotalExpense,63899656.84
National,2001,AmtperVet,2.594988902
National,2001,Compensation,29732889.08
National,2001,Education,2045119.495
National,2001,MedicalGeneral,30203849.61
National,2001,NumOfVeterans,25076832.42
National,2001,OtherExpense,3092243.645
National,2001,TotalExpense,65074101.84
National,2002,AmtperVet,2.748381294
National,2002,Compensation,32250760.26
National,2002,Education,2548890.458
National,2002,MedicalGeneral,31840376.81
National,2002,NumOfVeterans,25346363.47
National,2002,NumofPatients,5796670.714
National,2002,OtherExpense,3021443.677
National,2002,TotalExpense,69661471.21
National,2003,AmtperVet,3.02585921
National,2003,Compensation,35424936.49
National,2003,Education,2859879.189
National,2003,MedicalGeneral,34606688.16
National,2003,NumOfVeterans,25051473.41
National,2003,NumofPatients,6072587.606
National,2003,OtherExpense,2910727.718
National,2003,TotalExpense,75802231.56
National,2004,AmtperVet,3.259024501
National,2004,Compensation,36746940.62
National,2004,Education,3675483.18
National,2004,MedicalGeneral,37083651.45
National,2004,NumOfVeterans,24654777.79
National,2004,NumofPatients,6128189.78
National,2004,OtherExpense,2822945.045
National,2004,TotalExpense,80350524.89
National,2005,AmtperVet,3.454457718
National,2005,Compensation,38251550.97
National,2005,Education,3763033.921
National,2005,MedicalGeneral,39259549.76
National,2005,NumOfVeterans,24256799.79
National,2005,OtherExpense,2519954.602
National,2005,TotalExpense,83794089.25
National,2006,AmtperVet,3.410284276
National,2006,Compensation,37836252.19
National,2006,Education,3704045.793
National,2006,MedicalGeneral,36750615.66
National,2006,NumOfVeterans,23854366.84
National,2006,OtherExpense,3059258.511
National,2006,TotalExpense,81350172.15
National,2007,AmtperVet,3.607934874
National,2007,Compensation,39075014.81
National,2007,Education,3682645.823
National,2007,MedicalGeneral,39620803.89
National,2007,NumOfVeterans,23701353.78
National,2007,NumofPatients,5867594.747
National,2007,OtherExpense,3134476.342
National,2007,TotalExpense,85512940.87
National,2008,AmtperVet,3.948536315
National,2008,Compensation,42377211.39
National,2008,Education,3492847.988
National,2008,MedicalGeneral,42785783.05
National,2008,NumOfVeterans,23333968.17
National,2008,NumofPatients,5732369.276
National,2008,OtherExpense,3479178.253
National,2008,TotalExpense,92135020.68
National,2009,AmtperVet,4.591818612
National,2009,Compensation,48438009.49
National,2009,Education,4636921.321
National,2009,MedicalGeneral,48908300.72
National,2009,NumOfVeterans,22972246.22
National,2009,NumofPatients,5579205.334
National,2009,OtherExpense,3501156.234
National,2009,TotalExpense,105484387.8
National,2010,AmtperVet,5.142473406
National,2010,Compensation,51050015.76
National,2010,Education,8824575.655
National,2010,MedicalGeneral,51785733.5
National,2010,NumOfVeterans,22568578.32
National,2010,NumofPatients,5679930.447
National,2010,OtherExpense,4397988.899
National,2010,TotalExpense,116058313.8
National,2011,AmtperVet,5.744540371
National,2011,Compensation,59649535.73
National,2011,Education,11009324.18
National,2011,MedicalGeneral,51512456.96
National,2011,NumOfVeterans,22149469.17
National,2011,NumofPatients,5640299.924
National,2011,OtherExpense,5067202.016
National,2011,TotalExpense,127238519.8
National,2012,AmtperVet,5.494547659
National,2012,Compensation,54023018.24
National,2012,Education,10577310.08
National,2012,MedicalGeneral,52727051.51
National,2012,NumOfVeterans,22234453.89
National,2012,NumofPatients,5646947.122
National,2012,OtherExpense,4840886.758
National,2012,TotalExpense,122168266.6
National,2013,AmtperVet,6.526887197
National,2013,Compensation,63574737.32
National,2013,Education,11949204.79
National,2013,MedicalGeneral,62883699.31
National,2013,NumOfVeterans,21882153.06
National,2013,NumofPatients,5690384
National,2013,OtherExpense,4414703.228
National,2013,TotalExpense,142822344.6
Nebraska,1999,NumOfVeterans,157537
Nebraska,2000,NumOfVeterans,173189
Nebraska,2001,NumOfVeterans,157308.19
Nebraska,2002,NumOfVeterans,167500.468
Nebraska,2003,NumOfVeterans,165039
Nebraska,2004,NumOfVeterans,159486.5195
Nebraska,2005,NumOfVeterans,156667.0968
Nebraska,2006,NumOfVeterans,153834.449
Nebraska,2007,NumOfVeterans,152842.9363
Nebraska,2008,NumOfVeterans,150394.0233
Nebraska,2009,NumOfVeterans,147927.5496
Nebraska,2010,NumOfVeterans,145236.8857
Nebraska,2011,NumOfVeterans,142442.8675
Nebraska,2012,NumOfVeterans,141101.8343
Nebraska,2013,NumOfVeterans,138773.4041
Nebraska,1999,TotalExpense,446652.1784
Nebraska,2000,TotalExpense,476986.0309
Nebraska,2001,TotalExpense,506656.5495
Nebraska,2002,TotalExpense,560909.8222
Nebraska,2003,TotalExpense,621634.3348
Nebraska,2004,TotalExpense,663592.638
Nebraska,2005,TotalExpense,648181.9193
Nebraska,2006,TotalExpense,611343.3014
Nebraska,2007,TotalExpense,580109.4357
Nebraska,2008,TotalExpense,686383.6432
Nebraska,2009,TotalExpense,829018.481
Nebraska,2010,TotalExpense,919983.0377
Nebraska,2011,TotalExpense,978514.1894
Nebraska,2012,TotalExpense,900642.7179
Nebraska,2013,TotalExpense,1023760.939
Nebraska,1999,Compensation,220356.6593
Nebraska,2000,Compensation,216720.3192
Nebraska,2001,Compensation,227272.8176
Nebraska,2002,Compensation,256201.9066
Nebraska,2003,Compensation,292489.0504
Nebraska,2004,Compensation,305071.6406
Nebraska,2005,Compensation,311234.8938
Nebraska,2006,Compensation,276964.9257
Nebraska,2007,Compensation,241193.932
Nebraska,2008,Compensation,331642.4016
Nebraska,2009,Compensation,401608.5452
Nebraska,2010,Compensation,462840.5212
Nebraska,2011,Compensation,528899.5844
Nebraska,2012,Compensation,433526.3818
Nebraska,2013,Compensation,487974.534
Nebraska,1999,Education,18455.20312
Nebraska,2000,Education,18306.37524
Nebraska,2001,Education,16191.67563
Nebraska,2002,Education,18730.09923
Nebraska,2003,Education,20913.08014
Nebraska,2004,Education,26765.13549
Nebraska,2005,Education,25031.79967
Nebraska,2006,Education,24955.33629
Nebraska,2007,Education,25522.38258
Nebraska,2008,Education,24484.59515
Nebraska,2009,Education,36067.86161
Nebraska,2010,Education,50903.15351
Nebraska,2011,Education,59740.68471
Nebraska,2012,Education,59567.90059
Nebraska,2013,Education,63596.532
Nebraska,2002,NumofPatients,49264.12511
Nebraska,2003,NumofPatients,49383.08579
Nebraska,2004,NumofPatients,50055.54088
Nebraska,2007,NumofPatients,49397.55313
Nebraska,2008,NumofPatients,47565.77212
Nebraska,2009,NumofPatients,46915.28074
Nebraska,2010,NumofPatients,47466.15324
Nebraska,2011,NumofPatients,47109.42974
Nebraska,2012,NumofPatients,47483.47817
Nebraska,2013,NumofPatients,47275
Nebraska,1999,MedicalGeneral,182120.5809
Nebraska,2000,MedicalGeneral,216294.361
Nebraska,2001,MedicalGeneral,239737.5338
Nebraska,2002,MedicalGeneral,264760.6626
Nebraska,2003,MedicalGeneral,287304.744
Nebraska,2004,MedicalGeneral,314614.4654
Nebraska,2005,MedicalGeneral,293430.1129
Nebraska,2006,MedicalGeneral,284219.6956
Nebraska,2007,MedicalGeneral,290957.3995
Nebraska,2008,MedicalGeneral,309328.7494
Nebraska,2009,MedicalGeneral,352940.2622
Nebraska,2010,MedicalGeneral,377036.5289
Nebraska,2011,MedicalGeneral,357514.939
Nebraska,2012,MedicalGeneral,382141.2094
Nebraska,2013,MedicalGeneral,449764.0882
Nebraska,1999,OtherExpense,25719.73504
Nebraska,2000,OtherExpense,25664.9755
Nebraska,2001,OtherExpense,23454.52248
Nebraska,2002,OtherExpense,21217.15379
Nebraska,2003,OtherExpense,20927.46028
Nebraska,2004,OtherExpense,17141.39649
Nebraska,2005,OtherExpense,18485.1129
Nebraska,2006,OtherExpense,25203.34376
Nebraska,2007,OtherExpense,22435.72153
Nebraska,2008,OtherExpense,20927.89699
Nebraska,2009,OtherExpense,38401.81193
Nebraska,2010,OtherExpense,29202.83417
Nebraska,2011,OtherExpense,32358.98118
Nebraska,2012,OtherExpense,25407.22606
Nebraska,2013,OtherExpense,22425.78435
Nebraska,1999,AmtperVet,2.835220795
Nebraska,2000,AmtperVet,2.754135834
Nebraska,2001,AmtperVet,3.220789391
Nebraska,2002,AmtperVet,3.348705999
Nebraska,2003,AmtperVet,3.766590532
Nebraska,2004,AmtperVet,4.160807071
Nebraska,2005,AmtperVet,4.137320042
Nebraska,2006,AmtperVet,3.974033811
Nebraska,2007,AmtperVet,3.795461209
Nebraska,2008,AmtperVet,4.563902395
Nebraska,2009,AmtperVet,5.604219653
Nebraska,2010,AmtperVet,6.334362191
Nebraska,2011,AmtperVet,6.869520438
Nebraska,2012,AmtperVet,6.38292707
Nebraska,2013,AmtperVet,7.377212842
Nevada,1999,NumOfVeterans,184375
Nevada,2000,NumOfVeterans,238128
Nevada,2001,NumOfVeterans,233424.08
Nevada,2002,NumOfVeterans,241248.4994
Nevada,2003,NumOfVeterans,241612
Nevada,2004,NumOfVeterans,243715.949
Nevada,2005,NumOfVeterans,244204.7094
Nevada,2006,NumOfVeterans,244294.5411
Nevada,2007,NumOfVeterans,245772.7093
Nevada,2008,NumOfVeterans,245608.0163
Nevada,2009,NumOfVeterans,245064.3507
Nevada,2010,NumOfVeterans,243866.5903
Nevada,2011,NumOfVeterans,242205.1853
Nevada,2012,NumOfVeterans,228392.7996
Nevada,2013,NumOfVeterans,225933.2923
Nevada,1999,TotalExpense,448482.6303
Nevada,2000,TotalExpense,469653.3914
Nevada,2001,TotalExpense,533506.78
Nevada,2002,TotalExpense,613463.4547
Nevada,2003,TotalExpense,710760.8893
Nevada,2004,TotalExpense,770635.4675
Nevada,2005,TotalExpense,813340.1361
Nevada,2006,TotalExpense,785288.6013
Nevada,2007,TotalExpense,857276.284
Nevada,2008,TotalExpense,933503.2894
Nevada,2009,TotalExpense,1134049.817
Nevada,2010,TotalExpense,1351163.487
Nevada,2011,TotalExpense,1373514.458
Nevada,2012,TotalExpense,1314292.455
Nevada,2013,TotalExpense,1573090.938
Nevada,1999,Compensation,221012.478
Nevada,2000,Compensation,230426.2658
Nevada,2001,Compensation,250091.7516
Nevada,2002,Compensation,279997.2495
Nevada,2003,Compensation,317225.6558
Nevada,2004,Compensation,351442.4721
Nevada,2005,Compensation,356887.23
Nevada,2006,Compensation,348572.8299
Nevada,2007,Compensation,360774.7106
Nevada,2008,Compensation,392869.3408
Nevada,2009,Compensation,440802.7398
Nevada,2010,Compensation,477917.1128
Nevada,2011,Compensation,589643.7499
Nevada,2012,Compensation,523564.8701
Nevada,2013,Compensation,641968.523
Nevada,1999,Education,17533.64144
Nevada,2000,Education,16602.07022
Nevada,2001,Education,15980.53977
Nevada,2002,Education,18573.9623
Nevada,2003,Education,23054.57924
Nevada,2004,Education,29754.07934
Nevada,2005,Education,29752.39307
Nevada,2006,Education,29985.24559
Nevada,2007,Education,30809.69038
Nevada,2008,Education,30392.79337
Nevada,2009,Education,41572.05945
Nevada,2010,Education,66777.18005
Nevada,2011,Education,84185.03817
Nevada,2012,Education,86956.22529
Nevada,2013,Education,95562.052
Nevada,2002,NumofPatients,59756.90205
Nevada,2003,NumofPatients,60623.26104
Nevada,2004,NumofPatients,60599.65073
Nevada,2007,NumofPatients,60749.7998
Nevada,2008,NumofPatients,59975.08141
Nevada,2009,NumofPatients,60567.17444
Nevada,2010,NumofPatients,61823.51613
Nevada,2011,NumofPatients,61768.98782
Nevada,2012,NumofPatients,62435.32513
Nevada,2013,NumofPatients,65443
Nevada,1999,MedicalGeneral,190782.0788
Nevada,2000,MedicalGeneral,204182.8697
Nevada,2001,MedicalGeneral,247761.0056
Nevada,2002,MedicalGeneral,297367.9716
Nevada,2003,MedicalGeneral,352717.1156
Nevada,2004,MedicalGeneral,369304.0602
Nevada,2005,MedicalGeneral,403231.0925
Nevada,2006,MedicalGeneral,387237.7495
Nevada,2007,MedicalGeneral,410025.5929
Nevada,2008,MedicalGeneral,437381.9231
Nevada,2009,MedicalGeneral,516422.358
Nevada,2010,MedicalGeneral,578832.9886
Nevada,2011,MedicalGeneral,569128.3757
Nevada,2012,MedicalGeneral,654915.5304
Nevada,2013,MedicalGeneral,801403.6983
Nevada,1999,OtherExpense,19154.43208
Nevada,2000,OtherExpense,18442.18566
Nevada,2001,OtherExpense,19673.48305
Nevada,2002,OtherExpense,17524.27126
Nevada,2003,OtherExpense,17763.53875
Nevada,2004,OtherExpense,20134.8559
Nevada,2005,OtherExpense,23469.42056
Nevada,2006,OtherExpense,19492.77633
Nevada,2007,OtherExpense,55666.29009
Nevada,2008,OtherExpense,72859.23208
Nevada,2009,OtherExpense,135252.66
Nevada,2010,OtherExpense,227636.2058
Nevada,2011,OtherExpense,130557.2943
Nevada,2012,OtherExpense,48855.82937
Nevada,2013,OtherExpense,34156.66495
Nevada,1999,AmtperVet,2.432448164
Nevada,2000,AmtperVet,1.972272859
Nevada,2001,AmtperVet,2.285568738
Nevada,2002,AmtperVet,2.542869515
Nevada,2003,AmtperVet,2.941744985
Nevada,2004,AmtperVet,3.162023128
Nevada,2005,AmtperVet,3.330566958
Nevada,2006,AmtperVet,3.214515551
Nevada,2007,AmtperVet,3.488085746
Nevada,2008,AmtperVet,3.800785102
Nevada,2009,AmtperVet,4.627559308
Nevada,2010,AmtperVet,5.540584652
Nevada,2011,AmtperVet,5.670871399
Nevada,2012,AmtperVet,5.754526663
Nevada,2013,AmtperVet,6.96263451
New Hampshire,1999,NumOfVeterans,129878
New Hampshire,2000,NumOfVeterans,139038
New Hampshire,2001,NumOfVeterans,135015.11
New Hampshire,2002,NumOfVeterans,133231.5116
New Hampshire,2003,NumOfVeterans,130824
New Hampshire,2004,NumOfVeterans,131074.2425
New Hampshire,2005,NumOfVeterans,129281.328
New Hampshire,2006,NumOfVeterans,127433.9352
New Hampshire,2007,NumOfVeterans,132289.867
New Hampshire,2008,NumOfVeterans,131027.3411
New Hampshire,2009,NumOfVeterans,129628.6828
New Hampshire,2010,NumOfVeterans,127964.2028
New Hampshire,2011,NumOfVeterans,126111.3547
New Hampshire,2012,NumOfVeterans,113100.9265
New Hampshire,2013,NumOfVeterans,110777.6016
New Hampshire,1999,TotalExpense,255594.5196
New Hampshire,2000,TotalExpense,263409.1702
New Hampshire,2001,TotalExpense,276477.7979
New Hampshire,2002,TotalExpense,362916.4412
New Hampshire,2003,TotalExpense,377414.2278
New Hampshire,2004,TotalExpense,401785.2023
New Hampshire,2005,TotalExpense,326503.3353
New Hampshire,2006,TotalExpense,389493.0933
New Hampshire,2007,TotalExpense,400937.8259
New Hampshire,2008,TotalExpense,419373.6597
New Hampshire,2009,TotalExpense,484932.8471
New Hampshire,2010,TotalExpense,526511.8699
New Hampshire,2011,TotalExpense,553128.3162
New Hampshire,2012,TotalExpense,524562.7655
New Hampshire,2013,TotalExpense,613805.3815
New Hampshire,1999,Compensation,163963.2929
New Hampshire,2000,Compensation,163088.1334
New Hampshire,2001,Compensation,167832.8118
New Hampshire,2002,Compensation,178484.9768
New Hampshire,2003,Compensation,188090.093
New Hampshire,2004,Compensation,193925.7402
New Hampshire,2005,Compensation,186616.9982
New Hampshire,2006,Compensation,181180.3088
New Hampshire,2007,Compensation,185166.4207
New Hampshire,2008,Compensation,192238.0786
New Hampshire,2009,Compensation,222997.9852
New Hampshire,2010,Compensation,227291.7628
New Hampshire,2011,Compensation,258873.6035
New Hampshire,2012,Compensation,225138.57
New Hampshire,2013,Compensation,268735.155
New Hampshire,1999,Education,10254.03163
New Hampshire,2000,Education,10129.3018
New Hampshire,2001,Education,10690.3257
New Hampshire,2002,Education,12623.48079
New Hampshire,2003,Education,11359.45741
New Hampshire,2004,Education,15254.24252
New Hampshire,2005,Education,18743.42909
New Hampshire,2006,Education,19089.1568
New Hampshire,2007,Education,19819.64088
New Hampshire,2008,Education,19063.27265
New Hampshire,2009,Education,23718.7853
New Hampshire,2010,Education,42892.54703
New Hampshire,2011,Education,53906.72746
New Hampshire,2012,Education,51859.71108
New Hampshire,2013,Education,50860.506
New Hampshire,2002,NumofPatients,30900.79428
New Hampshire,2003,NumofPatients,31685.95021
New Hampshire,2004,NumofPatients,31427.61349
New Hampshire,2007,NumofPatients,29781.67086
New Hampshire,2008,NumofPatients,28870.63793
New Hampshire,2009,NumofPatients,28078.33981
New Hampshire,2010,NumofPatients,28384.61007
New Hampshire,2011,NumofPatients,28285.54223
New Hampshire,2012,NumofPatients,28756.1275
New Hampshire,2013,NumofPatients,28604
New Hampshire,1999,MedicalGeneral,67096.33107
New Hampshire,2000,MedicalGeneral,75182.2072
New Hampshire,2001,MedicalGeneral,84196.11081
New Hampshire,2002,MedicalGeneral,158903.1267
New Hampshire,2003,MedicalGeneral,165275.2869
New Hampshire,2004,MedicalGeneral,179419.0542
New Hampshire,2005,MedicalGeneral,109022.3557
New Hampshire,2006,MedicalGeneral,176781.7979
New Hampshire,2007,MedicalGeneral,184579.8204
New Hampshire,2008,MedicalGeneral,196236.1303
New Hampshire,2009,MedicalGeneral,226060.1162
New Hampshire,2010,MedicalGeneral,247146.4345
New Hampshire,2011,MedicalGeneral,231656.3479
New Hampshire,2012,MedicalGeneral,238489.8827
New Hampshire,2013,MedicalGeneral,284454.3714
New Hampshire,1999,OtherExpense,14280.86397
New Hampshire,2000,OtherExpense,15009.52774
New Hampshire,2001,OtherExpense,13758.5496
New Hampshire,2002,OtherExpense,12904.85697
New Hampshire,2003,OtherExpense,12689.39049
New Hampshire,2004,OtherExpense,13186.16537
New Hampshire,2005,OtherExpense,12120.55232
New Hampshire,2006,OtherExpense,12441.8298
New Hampshire,2007,OtherExpense,11371.94402
New Hampshire,2008,OtherExpense,11836.17807
New Hampshire,2009,OtherExpense,12155.96042
New Hampshire,2010,OtherExpense,9181.125689
New Hampshire,2011,OtherExpense,8691.637342
New Hampshire,2012,OtherExpense,9074.601588
New Hampshire,2013,OtherExpense,9755.34903
New Hampshire,1999,AmtperVet,1.967958542
New Hampshire,2000,AmtperVet,1.894512077
New Hampshire,2001,AmtperVet,2.047754491
New Hampshire,2002,AmtperVet,2.723953491
New Hampshire,2003,AmtperVet,2.884900537
New Hampshire,2004,AmtperVet,3.06532538
New Hampshire,2005,AmtperVet,2.525525846
New Hampshire,2006,AmtperVet,3.056431497
New Hampshire,2007,AmtperVet,3.030752355
New Hampshire,2008,AmtperVet,3.200657634
New Hampshire,2009,AmtperVet,3.740937858
New Hampshire,2010,AmtperVet,4.114524675
New Hampshire,2011,AmtperVet,4.386031041
New Hampshire,2012,AmtperVet,4.63800591
New Hampshire,2013,AmtperVet,5.540879861
New Jersey,1999,NumOfVeterans,682119
New Jersey,2000,NumOfVeterans,672217
New Jersey,2001,NumOfVeterans,621175.66
New Jersey,2002,NumOfVeterans,628493.376
New Jersey,2003,NumOfVeterans,610499
New Jersey,2004,NumOfVeterans,582916.9437
New Jersey,2005,NumOfVeterans,563953.07
New Jersey,2006,NumOfVeterans,545345.0186
New Jersey,2007,NumOfVeterans,506752.0819
New Jersey,2008,NumOfVeterans,484749.9134
New Jersey,2009,NumOfVeterans,463719.8422
New Jersey,2010,NumOfVeterans,443161.2065
New Jersey,2011,NumOfVeterans,423333.9798
New Jersey,2012,NumOfVeterans,441820.1249
New Jersey,2013,NumOfVeterans,425093.7946
New Jersey,1999,TotalExpense,1009034.361
New Jersey,2000,TotalExpense,1033229.983
New Jersey,2001,TotalExpense,1057321.036
New Jersey,2002,TotalExpense,1252174.01
New Jersey,2003,TotalExpense,1289419.799
New Jersey,2004,TotalExpense,1354370.646
New Jersey,2005,TotalExpense,1225845.37
New Jersey,2006,TotalExpense,1297382.754
New Jersey,2007,TotalExpense,1352797.676
New Jersey,2008,TotalExpense,1410309.26
New Jersey,2009,TotalExpense,1561426.701
New Jersey,2010,TotalExpense,1661624.626
New Jersey,2011,TotalExpense,1775005.972
New Jersey,2012,TotalExpense,1657101.484
New Jersey,2013,TotalExpense,1927021.121
New Jersey,1999,Compensation,551258.9464
New Jersey,2000,Compensation,543288.1892
New Jersey,2001,Compensation,548950.6926
New Jersey,2002,Compensation,580554.9665
New Jersey,2003,Compensation,607867.314
New Jersey,2004,Compensation,643988.1842
New Jersey,2005,Compensation,626960.378
New Jersey,2006,Compensation,601701.7652
New Jersey,2007,Compensation,617455.4234
New Jersey,2008,Compensation,661141.7336
New Jersey,2009,Compensation,760282.4761
New Jersey,2010,Compensation,783575.1515
New Jersey,2011,Compensation,876332.9602
New Jersey,2012,Compensation,785514.1487
New Jersey,2013,Compensation,906744.056
New Jersey,1999,Education,26012.12684
New Jersey,2000,Education,26579.41019
New Jersey,2001,Education,24270.08244
New Jersey,2002,Education,38734.72554
New Jersey,2003,Education,38609.76764
New Jersey,2004,Education,48387.22017
New Jersey,2005,Education,70734.55804
New Jersey,2006,Education,73684.48843
New Jersey,2007,Education,69814.81982
New Jersey,2008,Education,66472.04865
New Jersey,2009,Education,87386.10539
New Jersey,2010,Education,162919.6116
New Jersey,2011,Education,202300.5728
New Jersey,2012,Education,166948.8785
New Jersey,2013,Education,196112.886
New Jersey,2002,NumofPatients,106657.7891
New Jersey,2003,NumofPatients,103763.3524
New Jersey,2004,NumofPatients,100853.4858
New Jersey,2007,NumofPatients,93425.70932
New Jersey,2008,NumofPatients,87986.39686
New Jersey,2009,NumofPatients,83255.15088
New Jersey,2010,NumofPatients,83143.2225
New Jersey,2011,NumofPatients,80355.71257
New Jersey,2012,NumofPatients,79000.46177
New Jersey,2013,NumofPatients,77179
New Jersey,1999,MedicalGeneral,330247.0305
New Jersey,2000,MedicalGeneral,361623.514
New Jersey,2001,MedicalGeneral,383986.5365
New Jersey,2002,MedicalGeneral,534352.3707
New Jersey,2003,MedicalGeneral,551649.8716
New Jersey,2004,MedicalGeneral,579476.8535
New Jersey,2005,MedicalGeneral,450686.4574
New Jersey,2006,MedicalGeneral,551223.5137
New Jersey,2007,MedicalGeneral,594956.5383
New Jersey,2008,MedicalGeneral,623369.5185
New Jersey,2009,MedicalGeneral,653805.4548
New Jersey,2010,MedicalGeneral,659536.0376
New Jersey,2011,MedicalGeneral,639268.7355
